,tconst,title,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,file_name
326,tt0211443,Jason X,0,2001,92,"Action,Horror,Sci-Fi",4.4,55450.0,jason-x
327,tt0213149,Pearl Harbor,0,2001,183,"Action,Drama,History",6.2,327411.0,pearl-harbor
328,tt0215545,Bamboozled,0,2000,135,"Comedy,Drama,Music",6.6,11504.0,bamboozled
329,tt0217505,Gangs of New York,0,2002,167,"Crime,Drama",7.5,432890.0,gangs-of-new-york
330,tt0218817,Antitrust,0,2001,108,"Action,Crime,Drama",6.1,29283.0,antitrust
331,tt0219822,Human Nature,0,2001,96,"Comedy,Drama",6.4,18238.0,human-nature
332,tt0221027,Blow,0,2001,124,"Biography,Crime,Drama",7.5,254522.0,blow
333,tt0221069,Chasing Sleep,0,2000,104,"Drama,Horror,Mystery",6.2,3485.0,chasing-sleep
334,tt0227005,Made,0,2001,95,"Comedy,Crime,Drama",6.3,18496.0,made
335,tt0233469,Collateral Damage,0,2002,108,"Action,Drama,Thriller",5.5,74624.0,collateral-damage
336,tt0238546,Queen of the Damned,0,2002,101,"Drama,Fantasy,Horror",5.2,55537.0,queen-of-the-damned
337,tt0240772,Ocean's Eleven,0,2001,116,"Crime,Thriller",7.7,556869.0,ocean's-eleven
338,tt0244000,American Outlaws,0,2001,94,"Action,Western",5.9,16349.0,american-outlaws
339,tt0244244,Swordfish,0,2001,99,"Action,Crime,Thriller",6.5,185316.0,swordfish
340,tt0247425,In the Bedroom,0,2001,131,"Crime,Drama",7.4,40225.0,in-the-bedroom
341,tt0248667,Ali,0,2001,157,"Biography,Drama,Sport",6.7,98750.0,ali
342,tt0250081,Storytelling,0,2001,87,"Comedy,Drama,Romance",6.8,17676.0,storytelling
343,tt0250494,Legally Blonde,0,2001,96,"Comedy,Romance",6.4,209948.0,legally-blonde
344,tt0251160,John Q,0,2002,116,"Crime,Drama,Thriller",7.0,131883.0,john-q
345,tt0251736,House of 1000 Corpses,0,2003,89,Horror,6.0,84401.0,house-of-1000-corpses
346,tt0253754,Star Trek: Nemesis,0,2002,116,"Action,Adventure,Sci-Fi",6.4,78302.0,star-trek:-nemesis
347,tt0259324,Ghost Rider,0,2007,110,"Action,Fantasy,Thriller",5.2,235236.0,ghost-rider
348,tt0259711,Vanilla Sky,0,2001,136,"Fantasy,Mystery,Romance",6.9,261325.0,vanilla-sky
349,tt0260414,Taking Sides,0,2001,108,"Drama,Music,War",7.1,3331.0,taking-sides
350,tt0261392,Jay and Silent Bob Strike Back,0,2001,104,Comedy,6.8,153773.0,jay-and-silent-bob-strike-back
351,tt0264395,Basic,0,2003,98,"Action,Crime,Drama",6.4,62563.0,basic
352,tt0264464,Catch Me If You Can,0,2002,141,"Biography,Crime,Drama",8.1,935338.0,catch-me-if-you-can
353,tt0266452,Death to Smoochy,0,2002,109,"Comedy,Crime,Drama",6.3,40290.0,death-to-smoochy
354,tt0266543,Finding Nemo,0,2003,100,"Adventure,Animation,Comedy",8.2,1014602.0,finding-nemo
355,tt0266915,Rush Hour 2,0,2001,90,"Action,Comedy,Crime",6.6,214661.0,rush-hour-2
356,tt0270288,Confessions of a Dangerous Mind,0,2002,113,"Biography,Comedy,Crime",7.0,87706.0,confessions-of-a-dangerous-mind
357,tt0271367,Eight Legged Freaks,0,2002,99,"Action,Adventure,Comedy",5.5,56886.0,eight-legged-freaks
358,tt0272338,Punch-Drunk Love,0,2002,95,"Comedy,Drama,Romance",7.3,161471.0,punch-drunk-love
359,tt0277027,I Am Sam,0,2001,132,Drama,7.6,148995.0,i-am-sam
360,tt0278435,Enough,0,2002,115,"Crime,Drama,Thriller",5.7,43190.0,enough
361,tt0278504,Insomnia,0,2002,118,"Drama,Mystery,Thriller",7.2,290474.0,insomnia
362,tt0283632,They,0,2002,89,"Horror,Mystery,Thriller",4.8,12863.0,they
363,tt0286106,Signs,0,2002,106,"Drama,Mystery,Sci-Fi",6.8,356405.0,signs
364,tt0288477,Ghost Ship,0,2002,91,Horror,5.5,99735.0,ghost-ship
365,tt0289848,Analyze That,0,2002,96,"Comedy,Crime",5.9,85279.0,analyze-that
366,tt0295701,xXx,0,2002,124,"Action,Adventure,Thriller",5.8,178764.0,xxx
367,tt0305206,American Splendor,0,2003,101,"Biography,Comedy,Drama",7.4,49689.0,american-splendor
368,tt0306685,Cradle 2 the Grave,0,2003,101,"Action,Crime,Drama",5.8,44705.0,cradle-2-the-grave
369,tt0307879,Burning Annie,0,2004,95,"Comedy,Drama,Romance",5.6,282.0,burning-annie
370,tt0307901,25th Hour,0,2002,135,Drama,7.6,177143.0,25th-hour
371,tt0307987,Bad Santa,0,2003,92,"Comedy,Crime,Drama",7.1,142824.0,bad-santa
372,tt0309593,Final Destination 2,0,2003,90,"Horror,Thriller",6.2,163388.0,final-destination-2
373,tt0310910,Confidence,0,2003,97,"Crime,Thriller",6.6,34190.0,confidence
374,tt0310924,Crime Spree,0,2003,105,"Action,Comedy,Crime",6.5,5458.0,crime-spree
375,tt0315327,Bruce Almighty,0,2003,101,"Comedy,Fantasy",6.7,394644.0,bruce-almighty
376,tt0324127,Suspect Zero,0,2004,99,"Crime,Horror,Mystery",5.8,19674.0,suspect-zero
377,tt0327554,Catwoman,0,2004,104,"Action,Crime,Fantasy",3.4,118032.0,catwoman
378,tt0327597,Coraline,0,2009,100,"Animation,Drama,Family",7.7,218561.0,coraline
379,tt0328099,Malibu's Most Wanted,0,2003,86,"Comedy,Crime",5.2,19715.0,malibu's-most-wanted
380,tt0328107,Man on Fire,0,2004,146,"Action,Crime,Drama",7.7,355729.0,man-on-fire
381,tt0329101,Freddy vs. Jason,0,2003,97,"Action,Horror",5.7,117770.0,freddy-vs.-jason
382,tt0333766,Garden State,0,2004,102,"Comedy,Drama,Romance",7.4,214825.0,garden-state
383,tt0335266,Lost in Translation,0,2003,102,"Comedy,Drama",7.7,443864.0,lost-in-translation
384,tt0337741,Something's Gotta Give,0,2003,128,"Comedy,Drama,Romance",6.7,120249.0,something's-gotta-give
385,tt0337921,Cellular,0,2004,94,"Action,Crime,Thriller",6.5,99739.0,cellular
386,tt0338013,Eternal Sunshine of the Spotless Mind,0,2004,108,"Drama,Romance,Sci-Fi",8.3,978475.0,eternal-sunshine-of-the-spotless-mind
387,tt0338075,Grand Theft Parsons,0,2003,88,"Adventure,Comedy,Drama",6.0,3564.0,grand-theft-parsons
388,tt0340163,Hostage,0,2005,113,"Action,Crime,Drama",6.5,110086.0,hostage
389,tt0343818,"I, Robot",0,2004,115,"Action,Mystery,Sci-Fi",7.1,528938.0,"i,-robot"
390,tt0348836,Gothika,0,2003,98,"Horror,Mystery,Thriller",5.8,112034.0,gothika
391,tt0349903,Ocean's Twelve,0,2004,125,"Crime,Thriller",6.4,382237.0,ocean's-twelve
392,tt0351977,Walking Tall,0,2004,86,"Action,Crime",6.2,75312.0,walking-tall
393,tt0359013,Blade: Trinity,0,2004,113,"Action,Horror,Sci-Fi",5.8,175052.0,blade:-trinity
394,tt0360486,Constantine,0,2005,121,"Action,Fantasy,Horror",7.0,334266.0,constantine
395,tt0360717,King Kong,0,2005,187,"Action,Adventure,Drama",7.2,415604.0,king-kong
396,tt0361748,Inglourious Basterds,0,2009,153,"Adventure,Drama,War",8.3,1389860.0,inglourious-basterds
397,tt0363282,New York Minute,0,2004,91,"Comedy,Crime,Family",4.9,23286.0,new-york-minute
398,tt0364045,Taking Lives,0,2004,103,"Crime,Mystery,Thriller",6.2,88910.0,taking-lives
399,tt0365737,Syriana,0,2005,128,"Drama,Thriller",6.9,129646.0,syriana
400,tt0365929,Whiteout,0,2009,101,"Action,Crime,Mystery",5.5,38611.0,whiteout
401,tt0366548,Happy Feet,0,2006,108,"Adventure,Animation,Comedy",6.4,182261.0,happy-feet
402,tt0366920,Pride and Prejudice,0,2003,104,"Comedy,Romance",5.0,2613.0,pride-and-prejudice
403,tt0369226,Alone in the Dark,0,2005,99,"Action,Horror,Sci-Fi",2.4,45445.0,alone-in-the-dark
404,tt0369339,Collateral,0,2004,120,"Action,Crime,Drama",7.5,389394.0,collateral
405,tt0371246,Spanglish,0,2004,131,"Comedy,Drama,Romance",6.4,83279.0,spanglish
406,tt0374900,Napoleon Dynamite,0,2004,96,Comedy,6.9,214108.0,napoleon-dynamite
407,tt0375063,Sideways,0,2004,127,"Comedy,Drama,Romance",7.5,189033.0,sideways
408,tt0376874,Sexual Life,0,2004,96,"Comedy,Drama",5.0,969.0,sexual-life
409,tt0379725,Capote,0,2005,114,"Biography,Crime,Drama",7.3,131747.0,capote
410,tt0379786,Serenity,0,2005,119,"Action,Adventure,Sci-Fi",7.8,293518.0,serenity
411,tt0383028,"Synecdoche, New York",0,2008,124,Drama,7.5,89737.0,"synecdoche,-new-york"
412,tt0383574,Pirates of the Caribbean: Dead Man's Chest,0,2006,151,"Action,Adventure,Fantasy",7.3,694883.0,pirates-of-the-caribbean:-dead-man's-chest
413,tt0387564,Saw,0,2004,103,"Horror,Mystery,Thriller",7.6,409507.0,saw
414,tt0395169,Hotel Rwanda,0,2004,121,"Biography,Drama,History",8.1,350514.0,hotel-rwanda
415,tt0399295,Lord of War,0,2005,122,"Crime,Drama",7.6,310471.0,lord-of-war
416,tt0402910,Chaos,0,2005,106,"Action,Crime,Drama",6.4,54593.0,chaos
417,tt0403407,Perfect Creature,0,2006,90,"Action,Drama,Fantasy",5.3,5529.0,perfect-creature
418,tt0403702,Youth in Revolt,0,2009,90,"Comedy,Drama,Romance",6.5,74148.0,youth-in-revolt
419,tt0405296,A Scanner Darkly,0,2006,100,"Animation,Crime,Drama",7.0,110836.0,a-scanner-darkly
420,tt0407304,War of the Worlds,0,2005,116,"Action,Adventure,Sci-Fi",6.5,438554.0,war-of-the-worlds
421,tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,0,2007,116,"Drama,Horror,Musical",7.3,361207.0,sweeney-todd:-the-demon-barber-of-fleet-street
422,tt0409459,Watchmen,0,2009,162,"Action,Drama,Mystery",7.6,540360.0,watchmen
423,tt0409847,Cowboys & Aliens,0,2011,119,"Action,Sci-Fi,Thriller",6.0,218477.0,cowboys-&-aliens
424,tt0413267,Shrek the Third,0,2007,93,"Adventure,Animation,Comedy",6.1,300046.0,shrek-the-third
425,tt0414055,Elizabeth: The Golden Age,0,2007,114,"Biography,Drama,History",6.8,70932.0,elizabeth:-the-golden-age
426,tt0416658,Crazylove,0,2005,95,"Comedy,Drama,Romance",6.0,403.0,crazylove
427,tt0417217,Two for the Money,0,2005,122,"Crime,Drama,Sport",6.2,45760.0,two-for-the-money
428,tt0417385,12 and Holding,0,2005,95,Drama,7.4,6923.0,12-and-holding
429,tt0417907,Little Athens,0,2005,103,"Comedy,Crime,Drama",5.4,984.0,little-athens
430,tt0418819,Land of the Dead,0,2005,93,"Horror,Sci-Fi,Thriller",6.2,95927.0,land-of-the-dead
431,tt0421090,Zerophilia,0,2005,90,"Comedy,Romance",6.0,2364.0,zerophilia
432,tt0425055,Game 6,0,2005,87,"Comedy,Drama,Sport",5.7,2699.0,game-6
433,tt0425151,Jimmy and Judy,0,2006,99,"Crime,Drama,Thriller",5.9,1593.0,jimmy-and-judy
434,tt0425253,Mini's First Time,0,2006,91,"Comedy,Crime,Drama",5.8,8367.0,mini's-first-time
435,tt0430357,Miami Vice,0,2006,132,"Action,Adventure,Crime",6.0,115857.0,miami-vice
436,tt0434409,V for Vendetta,0,2005,132,"Action,Drama,Sci-Fi",8.2,1096875.0,v-for-vendetta
437,tt0435705,Next,0,2007,96,"Action,Sci-Fi,Thriller",6.2,157006.0,next
438,tt0438488,Terminator Salvation,0,2009,115,"Action,Sci-Fi",6.5,357105.0,terminator-salvation
439,tt0439815,Slither,0,2006,95,"Comedy,Horror,Sci-Fi",6.5,80916.0,slither
440,tt0441773,Kung Fu Panda,0,2008,92,"Action,Adventure,Animation",7.6,454616.0,kung-fu-panda
441,tt0443272,Lincoln,0,2012,150,"Biography,Drama,History",7.3,257624.0,lincoln
442,tt0448157,Hancock,0,2008,92,"Action,Drama,Fantasy",6.4,472337.0,hancock
443,tt0449467,Babel,0,2006,143,Drama,7.5,300022.0,babel
444,tt0450405,Cirque du Freak: The Vampire's Assistant,0,2009,119,"Action,Adventure,Fantasy",5.8,44870.0,cirque-du-freak:-the-vampire's-assistant
445,tt0451279,Wonder Woman,0,2017,141,"Action,Adventure,Fantasy",7.4,635365.0,wonder-woman
446,tt0452623,Gone Baby Gone,0,2007,114,"Crime,Drama,Mystery",7.6,268685.0,gone-baby-gone
447,tt0453556,TMNT,0,2007,87,"Action,Adventure,Animation",6.2,64024.0,tmnt
448,tt0453562,42,0,2013,128,"Biography,Drama,Sport",7.5,93208.0,42
449,tt0454876,Life of Pi,0,2012,127,"Adventure,Drama,Fantasy",7.9,615727.0,life-of-pi
450,tt0455538,How to Lose Friends & Alienate People,0,2008,110,"Biography,Comedy,Drama",6.4,69273.0,how-to-lose-friends-&-alienate-people
451,tt0458525,X-Men Origins: Wolverine,0,2009,107,"Action,Sci-Fi",6.6,494519.0,x-men-origins:-wolverine
452,tt0462200,Black Snake Moan,0,2006,116,"Drama,Music",6.9,63365.0,black-snake-moan
453,tt0466893,Margaret,0,2011,150,Drama,6.5,17285.0,margaret
454,tt0467197,Max Payne,0,2008,100,"Action,Adventure,Crime",5.3,125571.0,max-payne
455,tt0467406,Juno,0,2007,96,"Comedy,Drama",7.5,513730.0,juno
456,tt0470752,Ex Machina,0,2014,108,"Drama,Sci-Fi,Thriller",7.7,524553.0,ex-machina
457,tt0472033,9,0,2009,79,"Action,Adventure,Animation",7.0,138669.0,9
458,tt0475394,Smokin' Aces,0,2006,109,"Action,Comedy,Crime",6.6,144077.0,smokin'-aces
459,tt0477348,No Country for Old Men,0,2007,122,"Crime,Drama,Thriller",8.2,938677.0,no-country-for-old-men
460,tt0478311,Knocked Up,0,2007,129,"Comedy,Drama,Romance",6.9,365325.0,knocked-up
461,tt0479884,Crank,0,2006,88,"Action,Crime,Thriller",6.9,246392.0,crank
462,tt0480687,Hall Pass,0,2011,105,"Comedy,Romance",5.9,125010.0,hall-pass
463,tt0486051,Wind Chill,0,2007,91,"Adventure,Drama,Horror",5.8,23134.0,wind-chill
464,tt0486822,Disturbia,0,2007,105,"Crime,Drama,Mystery",6.8,233010.0,disturbia
465,tt0486946,Wild Hogs,0,2007,100,"Action,Adventure,Comedy",5.8,117913.0,wild-hogs
466,tt0488120,Fracture,0,2007,113,"Crime,Drama,Thriller",7.2,202139.0,fracture
467,tt0493464,Wanted,0,2008,110,"Action,Crime,Thriller",6.7,382138.0,wanted
468,tt0498399,We Own the Night,0,2007,117,"Action,Crime,Drama",6.8,88314.0,we-own-the-night
469,tt0499549,Avatar,0,2009,162,"Action,Adventure,Fantasy",7.8,1189155.0,avatar
470,tt0757361,Margot at the Wedding,0,2007,93,"Comedy,Drama",6.0,20345.0,margot-at-the-wedding
471,tt0758758,Into the Wild,0,2007,148,"Adventure,Biography,Drama",8.1,610895.0,into-the-wild
472,tt0765429,American Gangster,0,2007,157,"Biography,Crime,Drama",7.8,418250.0,american-gangster
473,tt0765443,Eastern Promises,0,2007,100,"Crime,Drama,Thriller",7.6,239570.0,eastern-promises
474,tt0780504,Drive,0,2011,100,"Action,Drama",7.8,616235.0,drive
475,tt0790636,Dallas Buyers Club,0,2013,117,"Biography,Drama",7.9,476526.0,dallas-buyers-club
476,tt0790686,Mirrors,0,2008,110,"Horror,Mystery",6.1,106765.0,mirrors
477,tt0795351,Case 39,0,2009,109,"Horror,Mystery,Thriller",6.2,84941.0,case-39
478,tt0795368,Death at a Funeral,0,2007,90,Comedy,7.3,114973.0,death-at-a-funeral
479,tt0796366,Star Trek,0,2009,127,"Action,Adventure,Sci-Fi",7.9,597355.0,star-trek
480,tt0800240,Deception,0,2008,107,"Crime,Drama,Mystery",6.0,39132.0,deception
481,tt0800320,Clash of the Titans,0,2010,106,"Action,Adventure,Fantasy",5.8,279971.0,clash-of-the-titans
482,tt0800369,Thor,0,2011,115,"Action,Adventure,Fantasy",7.0,814882.0,thor
483,tt0808151,Angels & Demons,0,2009,138,"Action,Mystery,Thriller",6.7,288684.0,angels-&-demons
484,tt0811080,Speed Racer,0,2008,135,"Action,Adventure,Comedy",6.0,73073.0,speed-racer
485,tt0815236,She's Out of My League,0,2010,104,"Comedy,Romance",6.4,135983.0,she's-out-of-my-league
486,tt0816692,Interstellar,0,2014,169,"Adventure,Drama,Sci-Fi",8.6,1721876.0,interstellar
487,tt0822832,Marley & Me,0,2008,111,"Comedy,Drama,Family",7.0,156204.0,marley-&-me
488,tt0822847,Priest,0,2011,87,"Action,Adventure,Fantasy",5.7,119281.0,priest
489,tt0824747,Changeling,0,2008,141,"Biography,Crime,Drama",7.8,252184.0,changeling
490,tt0829193,Honeydripper,0,2007,124,"Crime,Drama,History",6.7,2054.0,honeydripper
491,tt0829482,Superbad,0,2007,113,Comedy,7.6,561390.0,superbad
492,tt0837563,Pet Sematary,0,2019,101,"Horror,Mystery,Thriller",5.7,90770.0,pet-sematary
493,tt0838247,After.Life,0,2009,104,"Drama,Mystery,Thriller",5.9,38440.0,after.life
494,tt0839980,Semi-Pro,0,2008,91,"Comedy,Sport",5.8,81787.0,semi-pro
495,tt0857295,Timber Falls,0,2007,100,"Horror,Thriller",5.2,6116.0,timber-falls
496,tt0862846,Sunshine Cleaning,0,2008,91,"Comedy,Drama",6.8,71699.0,sunshine-cleaning
497,tt0875034,Nine,0,2009,118,"Drama,Musical,Romance",5.8,43719.0,nine
498,tt0881891,All About Steve,0,2009,99,"Comedy,Romance",4.8,41886.0,all-about-steve
499,tt0887261,Hellraiser,0,2022,\N,"Horror,Thriller",,,hellraiser
500,tt0887883,Burn After Reading,0,2008,96,"Comedy,Crime,Drama",7.0,327366.0,burn-after-reading
501,tt0887971,While She Was Out,0,2008,86,"Crime,Drama,Thriller",4.7,6869.0,while-she-was-out
502,tt0892769,How to Train Your Dragon,0,2010,98,"Action,Adventure,Animation",8.1,717769.0,how-to-train-your-dragon
503,tt0910936,Pineapple Express,0,2008,111,"Action,Comedy,Crime",6.9,333517.0,pineapple-express
504,tt0914837,44 Inch Chest,0,2009,95,"Crime,Drama",5.8,6848.0,44-inch-chest
505,tt0929632,Precious,0,2009,110,Drama,7.3,109878.0,precious
506,tt0942385,Tropic Thunder,0,2008,107,"Action,Comedy,War",7.0,404839.0,tropic-thunder
507,tt0945513,Source Code,0,2011,93,"Action,Drama,Mystery",7.5,510864.0,source-code
508,tt0947798,Black Swan,0,2010,108,"Drama,Thriller",8.0,744533.0,black-swan
509,tt0959337,Revolutionary Road,0,2008,119,"Drama,Romance",7.3,210082.0,revolutionary-road
510,tt0974661,17 Again,0,2009,102,"Comedy,Drama,Fantasy",6.4,196611.0,17-again
511,tt0975645,Hitchcock,0,2012,98,"Biography,Drama,Romance",6.8,75523.0,hitchcock
512,tt0977855,Fair Game,0,2010,108,"Biography,Drama,Thriller",6.8,48806.0,fair-game
513,tt0978759,Frozen River,0,2008,97,"Crime,Drama",7.1,25623.0,frozen-river
514,tt0985694,Machete,0,2010,105,"Action,Crime,Thriller",6.6,196314.0,machete
515,tt0985699,Valkyrie,0,2008,121,"Drama,History,Thriller",7.1,240249.0,valkyrie
516,tt0986263,Surrogates,0,2009,89,"Action,Sci-Fi,Thriller",6.3,174164.0,surrogates
517,tt0988045,Sherlock Holmes,0,2009,128,"Action,Adventure,Mystery",7.6,619373.0,sherlock-holmes
518,tt0993842,Hanna,0,2011,111,"Action,Adventure,Drama",6.8,197469.0,hanna
519,tt1024648,Argo,0,2012,120,"Biography,Drama,Thriller",7.7,604699.0,argo
520,tt1027718,Wall Street: Money Never Sleeps,0,2010,133,Drama,6.2,102157.0,wall-street:-money-never-sleeps
521,tt1032755,RocknRolla,0,2008,114,"Action,Crime,Thriller",7.3,248497.0,rocknrolla
522,tt1034032,Gamer,0,2009,95,"Action,Sci-Fi,Thriller",5.7,134087.0,gamer
523,tt1038686,Legion,0,2010,100,"Action,Fantasy,Horror",5.2,104177.0,legion
524,tt1045658,Silver Linings Playbook,0,2012,122,"Comedy,Drama,Romance",7.7,697463.0,silver-linings-playbook
525,tt1045772,I Love You Phillip Morris,0,2009,102,"Biography,Comedy,Crime",6.6,95233.0,i-love-you-phillip-morris
526,tt1045778,Year One,0,2009,97,Comedy,4.9,97169.0,year-one
527,tt1045817,Blue Velvet,0,1970,57,"Documentary,Drama",7.1,26.0,blue-velvet
528,tt1046173,G.I. Joe: The Rise of Cobra,0,2009,118,"Action,Adventure,Sci-Fi",5.7,207332.0,g.i.-joe:-the-rise-of-cobra
529,tt1059786,Eagle Eye,0,2008,118,"Action,Mystery,Thriller",6.6,185323.0,eagle-eye
530,tt1065073,Boyhood,0,2014,165,Drama,7.9,350213.0,boyhood
531,tt10928982,Do the Right Thing,0,2019,\N,Drama,,,do-the-right-thing
532,tt1104001,Tron,0,2010,125,"Action,Adventure,Sci-Fi",6.8,330403.0,tron
533,tt1104126,Shifty,0,2008,85,"Crime,Drama,Thriller",6.5,3022.0,shifty
534,tt1126590,Big Eyes,0,2014,106,"Biography,Crime,Drama",7.0,91549.0,big-eyes
535,tt1126591,Burlesque,0,2010,119,"Drama,Music,Musical",6.4,84676.0,burlesque
536,tt1127180,Drag Me to Hell,0,2009,99,Horror,6.6,198875.0,drag-me-to-hell
537,tt11861230,Beauty and the Beast,0,2017,\N,"Comedy,Drama,Family",,,beauty-and-the-beast
538,tt1186367,Ninja Assassin,0,2009,99,"Action,Thriller",6.3,71602.0,ninja-assassin
539,tt1193138,Up in the Air,0,2009,109,"Comedy,Drama,Romance",7.4,331215.0,up-in-the-air
540,tt11941222,Willow,0,\N,\N,Drama,,,willow
541,tt1194263,Get Low,0,2009,103,"Drama,Mystery",7.0,23146.0,get-low
542,tt1201167,Funny People,0,2009,146,"Comedy,Drama",6.3,118481.0,funny-people
543,tt1216475,Cars 2,0,2011,106,"Adventure,Animation,Comedy",6.2,181081.0,cars-2
544,tt1233334,Pariah,0,2011,86,Drama,7.2,6914.0,pariah
545,tt1235529,Highlander,0,\N,\N,"Action,Fantasy,Sci-Fi",,,highlander
546,tt1242432,I Spit on Your Grave,0,2010,108,"Horror,Thriller",6.2,82760.0,i-spit-on-your-grave
547,tt1284575,Bad Teacher,0,2011,92,"Comedy,Romance",5.6,201484.0,bad-teacher
548,tt1311071,Kill Your Darlings,0,2013,104,"Biography,Drama,Romance",6.4,37827.0,kill-your-darlings
549,tt1334512,Arthur,0,2011,110,"Comedy,Romance",5.7,51809.0,arthur
550,tt1340800,Tinker Tailor Soldier Spy,0,2011,127,"Drama,Mystery,Thriller",7.0,199318.0,tinker-tailor-soldier-spy
551,tt1355644,Passengers,0,2016,116,"Drama,Romance,Sci-Fi",7.0,390153.0,passengers
552,tt1365050,Beasts of No Nation,0,2015,137,"Drama,War",7.7,80055.0,beasts-of-no-nation
553,tt1396484,It,0,2017,135,Horror,7.3,514617.0,it
554,tt1398426,Straight Outta Compton,0,2015,147,"Biography,Drama,History",7.8,196746.0,straight-outta-compton
555,tt1401152,Unknown,0,2011,113,"Action,Mystery,Thriller",6.8,259474.0,unknown
556,tt1403177,Hesher,0,2010,106,Drama,6.9,52138.0,hesher
557,tt1403865,True Grit,0,2010,110,"Drama,Western",7.6,333075.0,true-grit
558,tt1403981,Remember Me,0,2010,113,"Drama,Romance",7.1,145420.0,remember-me
559,tt1405365,Celeste & Jesse Forever,0,2012,92,"Comedy,Drama,Romance",6.6,31335.0,celeste-&-jesse-forever
560,tt1411238,No Strings Attached,0,2011,108,"Comedy,Romance",6.2,226736.0,no-strings-attached
561,tt1438176,Fright Night,0,2011,106,"Comedy,Horror",6.4,104867.0,fright-night
562,tt1446192,Rise of the Guardians,0,2012,97,"Action,Adventure,Animation",7.2,170955.0,rise-of-the-guardians
563,tt1446714,Prometheus,0,2012,124,"Adventure,Mystery,Sci-Fi",7.0,597653.0,prometheus
564,tt1464540,I Am Number Four,0,2011,111,"Action,Adventure,Sci-Fi",6.1,236121.0,i-am-number-four
565,tt1477837,Cedar Rapids,0,2011,87,Comedy,6.3,37700.0,cedar-rapids
566,tt1478338,Bridesmaids,0,2011,125,"Comedy,Romance",6.8,287221.0,bridesmaids
567,tt14786948,Master and Commander,0,\N,\N,\N,,,master-and-commander
568,tt1483013,Oblivion,0,2013,124,"Action,Adventure,Sci-Fi",7.0,512714.0,oblivion
569,tt14844672,Day of the dead,0,2018,52,Documentary,,,day-of-the-dead
570,tt1486185,Red Riding Hood,0,2011,100,"Fantasy,Horror,Mystery",5.4,111540.0,red-riding-hood
571,tt1486190,Tamara Drewe,0,2010,107,"Comedy,Drama,Romance",6.2,21748.0,tamara-drewe
572,tt1502404,Drive Angry,0,2011,104,"Action,Fantasy,Thriller",5.4,98162.0,drive-angry
573,tt1502407,Halloween,0,2018,106,"Crime,Horror,Thriller",6.5,145015.0,halloween
574,tt1521197,Anonymous,0,2011,130,"Drama,Thriller",6.8,40712.0,anonymous
575,tt1525366,Grabbers,0,2012,94,"Action,Adventure,Comedy",6.2,18282.0,grabbers
576,tt15258268,Twin Peaks,0,1977,50,\N,9.0,7.0,twin-peaks
577,tt15268926,Moon,0,\N,\N,Thriller,,,moon
578,tt1532503,Beginners,0,2010,105,"Comedy,Drama,Romance",7.2,91485.0,beginners
579,tt1542344,127 Hours,0,2010,94,"Biography,Drama",7.6,370447.0,127-hours
580,tt1583420,Larry Crowne,0,2011,98,"Comedy,Drama,Romance",6.1,67007.0,larry-crowne
581,tt1586752,Machine Gun Preacher,0,2011,129,"Action,Biography,Crime",6.7,65710.0,machine-gun-preacher
582,tt1591095,Insidious,0,2010,103,"Horror,Mystery,Thriller",6.8,300311.0,insidious
583,tt1602613,Only God Forgives,0,2013,90,"Action,Crime,Drama",5.7,111731.0,only-god-forgives
584,tt1602620,Amour,0,2012,127,Drama,7.9,98917.0,amour
585,tt1605783,Midnight in Paris,0,2011,94,"Comedy,Fantasy,Romance",7.7,415357.0,midnight-in-paris
586,tt1606392,Win Win,0,2011,106,"Comedy,Drama,Sport",7.1,53784.0,win-win
587,tt1615147,Margin Call,0,2011,107,"Drama,Thriller",7.1,127164.0,margin-call
588,tt1646971,How to Train Your Dragon 2,0,2014,102,"Action,Adventure,Animation",7.8,326724.0,how-to-train-your-dragon-2
589,tt1650062,Super 8,0,2011,112,"Action,Mystery,Sci-Fi",7.0,350674.0,super-8
590,tt1655420,My Week with Marilyn,0,2011,99,"Biography,Drama",6.9,86480.0,my-week-with-marilyn
591,tt1657507,Colombiana,0,2011,108,"Action,Drama,Thriller",6.4,100526.0,colombiana
592,tt1675192,Take Shelter,0,2011,121,"Drama,Sci-Fi,Thriller",7.3,99544.0,take-shelter
593,tt1677731,Labor of Love,0,\N,\N,"Drama,Mystery,Romance",,,labor-of-love
594,tt1690953,Despicable Me 2,0,2013,98,"Adventure,Animation,Comedy",7.3,390838.0,despicable-me-2
595,tt1706593,Chronicle,0,2012,89,"Action,Drama,Sci-Fi",7.0,248829.0,chronicle
596,tt1723811,Shame,0,2011,101,Drama,7.2,193144.0,shame
597,tt1735898,Snow White and the Huntsman,0,2012,127,"Action,Adventure,Drama",6.1,285755.0,snow-white-and-the-huntsman
598,tt1748122,Moonrise Kingdom,0,2012,94,"Comedy,Drama,Romance",7.8,343232.0,moonrise-kingdom
599,tt1764183,Arbitrage,0,2012,107,"Drama,Thriller",6.6,52057.0,arbitrage
600,tt1781769,Anna Karenina,0,2012,129,"Drama,Romance",6.6,98624.0,anna-karenina
601,tt1790885,Zero Dark Thirty,0,2012,157,"Drama,History,Thriller",7.4,293256.0,zero-dark-thirty
602,tt1800241,American Hustle,0,2013,138,"Crime,Drama",7.2,471854.0,american-hustle
